ID	style	col	sample
MACH-UNK_MA-0279	Africa	Africa	Africa
MACH-UNK_MA-1029	Africa	Africa	Africa
MACH-UNK_MA-0113	Africa	Africa	Africa
MACH-UNK_MA-1059	Africa	Africa	Africa
MACH-UNK_MA-1058	Africa	Africa	Africa
MACH-UNK_MA-3014	Africa	Africa	Africa
MACH-UNK_MA-3081	Africa	Africa	Africa
MACH-UNK_MA-3038	Africa	Africa	Africa
MACH-UNK_MA-2266	Africa	Africa	Africa
MACH-UNK_MA-2270	Africa	Africa	Africa
MACH-UNK_MA-1088	Africa	Africa	Africa
MACH-UNK_MA-1083	Africa	Africa	Africa
MACH-UNK_MA-0103	Africa	Africa	Africa
MACH-UNK_MA-1042	Africa	Africa	Africa
MACH-UNK_MA-3059	Africa	Africa	Africa
MACH-UNK_MA-3070	Africa	Africa	Africa
MACH-UNK_MA-3047	Africa	Africa	Africa
MACH-UNK_MA-2274	Africa	Africa	Africa
MACH-UNK_MA-2278	Africa	Africa	Africa
MACH-UNK_MA-2280	Africa	Africa	Africa
MACH-UNK_MA-1114	Africa	Africa	Africa
MACH-UNK_MA-1051	Africa	Africa	Africa
MACH-UNK_MA-1009	Africa	Africa	Africa
MACH-UNK_MA-3064	Africa	Africa	Africa
MACH-UNK_MA-3053	Africa	Africa	Africa
MACH-UNK_MA-3048	Africa	Africa	Africa
MACH-UNK_MA-2290	Africa	Africa	Africa
MACH-UNK_MA-2295	Africa	Africa	Africa
MACH-UNK_MA-2245	Africa	Africa	Africa
MACH-UNK_MA-2304	Africa	Africa	Africa
MACH-UNK_MA-2098	Africa	Africa	Africa
MACH-UNK_MA-2103	Africa	Africa	Africa
MACH-UNK_MA-2108	Africa	Africa	Africa
MACH-UNK_MA-2064	Africa	Africa	Africa
MACH-UNK_MA-2111	Africa	Africa	Africa
MACH-UNK_MA-2235	Africa	Africa	Africa
MACH-UNK_MA-2228	Africa	Africa	Africa
MACH-UNK_MA-2231	Africa	Africa	Africa
MACH-UNK_MA-2234	Africa	Africa	Africa
MACH-UNK_MA-2217	Africa	Africa	Africa
MACH-UNK_MA-2048	Africa	Africa	Africa
MACH-UNK_MA-2051	Africa	Africa	Africa
MACH-UNK_MA-2063	Africa	Africa	Africa
MACH-UNK_MA-2141	Africa	Africa	Africa
MACH-UNK_MA-2197	Africa	Africa	Africa
MACH-UNK_MA-2203	Africa	Africa	Africa
MACH-UNK_MA-2083	Africa	Africa	Africa
MACH-UNK_MA-2039	Africa	Africa	Africa
MACH-UNK_MA-2044	Africa	Africa	Africa
MACH-UNK_MA-2010	Africa	Africa	Africa
MACH-UNK_MA-2009	Africa	Africa	Africa
MACH-UNK_MA-2154	Africa	Africa	Africa
MACH-UNK_MA-2206	Africa	Africa	Africa
MWCH-BAW_MW-0006	Africa	Africa	Africa
MWCH-BAW_MW-0007	Africa	Africa	Africa
MWCH-BAW_MW-0009	Africa	Africa	Africa
MWCH-BAW_MW-0010	Africa	Africa	Africa
MWCH-UNK_MW-0002	Africa	Africa	Africa
MWCH-DZD_MW-0010	Africa	Africa	Africa
MWCH-DZD_MW-0013	Africa	Africa	Africa
MWCH-DZD_MW-0015	Africa	Africa	Africa
MWCH-LGW_MW-0002	Africa	Africa	Africa
MWCH-LGW_MW-0004	Africa	Africa	Africa
MWCH-LGW_MW-0005	Africa	Africa	Africa
MWCH-NSJ_MW-0001	Africa	Africa	Africa
MWCH-NSJ_MW-0002	Africa	Africa	Africa
MWCH-NSJ_MW-0003	Africa	Africa	Africa
MWCH-NSJ_MW-0004	Africa	Africa	Africa
MWCH-NSJ_MW-0006	Africa	Africa	Africa
MWCH-NSJ_MW-0007	Africa	Africa	Africa
MWCH-THY_MW-0001	Africa	Africa	Africa
MWCH-THY_MW-0002	Africa	Africa	Africa
MWCH-THY_MW-0003	Africa	Africa	Africa
MWCH-THY_MW-0005	Africa	Africa	Africa
MWCH-THY_MW-0006	Africa	Africa	Africa
MWCH-THY_MW-0007	Africa	Africa	Africa
MWCH-THY_MW-0008	Africa	Africa	Africa
MWCH-THY_MW-0009	Africa	Africa	Africa
MZCH-UNK_MZ-0001	Africa	Africa	Africa
MZCH-GAZ_MZ-0002	Africa	Africa	Africa
MZCH-GAZ_MZ-0004	Africa	Africa	Africa
MZCH-GAZ_MZ-0005	Africa	Africa	Africa
MZCH-LND_MZ-0004	Africa	Africa	Africa
MZCH-LND_MZ-0006	Africa	Africa	Africa
MZCH-UNK_MZ-0014	Africa	Africa	Africa
MZCH-LND_MZ-0016	Africa	Africa	Africa
MZCH-LND_MZ-0017	Africa	Africa	Africa
MZCH-LND_MZ-0020	Africa	Africa	Africa
MZCH-LND_MZ-0024	Africa	Africa	Africa
MZCH-LND_MZ-0026	Africa	Africa	Africa
MZCH-LND_MZ-0031	Africa	Africa	Africa
MZCH-UNK_MZ-0033	Africa	Africa	Africa
MZCH-MAN_MZ-0001	Africa	Africa	Africa
MZCH-MAN_MZ-0002	Africa	Africa	Africa
MZCH-MAN_MZ-0003	Africa	Africa	Africa
MZCH-PAF_MZ-0003	Africa	Africa	Africa
MZCH-PAF_MZ-0004	Africa	Africa	Africa
MZCH-UNK_MZ-0005	Africa	Africa	Africa
MZCH-SEA_MZ-0051	Africa	Africa	Africa
MZCH-SEA_MZ-0053	Africa	Africa	Africa
MZCH-SEA_MZ-0055	Africa	Africa	Africa
MZCH-SEA_MZ-0056	Africa	Africa	Africa
MZCH-SEA_MZ-0057	Africa	Africa	Africa
MZCH-SEA_MZ-0058	Africa	Africa	Africa
MZCH-SEA_MZ-0060	Africa	Africa	Africa
TNCH-TUN_TN-0001	Africa	Africa	Africa
TNCH-TUN_TN-0002	Africa	Africa	Africa
TNCH-TUN_TN-0003	Africa	Africa	Africa
TNCH-TUN_TN-0005	Africa	Africa	Africa
TNCH-TUN_TN-0006	Africa	Africa	Africa
TZCH-BOE_TZ-0312	Africa	Africa	Africa
TZCH-BOE_TZ-0314	Africa	Africa	Africa
TZCH-BOE_TZ-0315	Africa	Africa	Africa
TZCH-GOG_TZ-0002	Africa	Africa	Africa
TZCH-GOG_TZ-0003	Africa	Africa	Africa
TZCH-UNK_TZ-0004	Africa	Africa	Africa
TZCH-GOG_TZ-0006	Africa	Africa	Africa
TZCH-GOG_TZ-0007	Africa	Africa	Africa
TZCH-GOG_TZ-0008	Africa	Africa	Africa
TZCH-GOG_TZ-0009	Africa	Africa	Africa
TZCH-GOG_TZ-0010	Africa	Africa	Africa
TZCH-MAA_TZ-0004	Africa	Africa	Africa
TZCH-MAA_TZ-0005	Africa	Africa	Africa
TZCH-MAA_TZ-0008	Africa	Africa	Africa
TZCH-MAA_TZ-0010	Africa	Africa	Africa
TZCH-MAA_TZ-0011	Africa	Africa	Africa
TZCH-MAA_TZ-0013	Africa	Africa	Africa
TZCH-MAA_TZ-0015	Africa	Africa	Africa
TZCH-MAA_TZ-0018	Africa	Africa	Africa
TZCH-MLY_TZ-0014	Africa	Africa	Africa
TZCH-MLY_TZ-0017	Africa	Africa	Africa
TZCH-MLY_TZ-0019	Africa	Africa	Africa
TZCH-MLY_TZ-0021	Africa	Africa	Africa
TZCH-MLY_TZ-0022	Africa	Africa	Africa
TZCH-MLY_TZ-0023	Africa	Africa	Africa
TZCH-MLY_TZ-0024	Africa	Africa	Africa
TZCH-MLY_TZ-0025	Africa	Africa	Africa
TZCH-NRW_TZ-0002	Africa	Africa	Africa
TZCH-NRW_TZ-0009	Africa	Africa	Africa
TZCH-NRW_TZ-0010	Africa	Africa	Africa
TZCH-NRW_TZ-0012	Africa	Africa	Africa
TZCH-NRW_TZ-0015	Africa	Africa	Africa
TZCH-NRW_TZ-0017	Africa	Africa	Africa
TZCH-NRW_TZ-0018	Africa	Africa	Africa
TZCH-PRW_TZ-0001	Africa	Africa	Africa
TZCH-PRW_TZ-0003	Africa	Africa	Africa
TZCH-PRW_TZ-0006	Africa	Africa	Africa
TZCH-PRW_TZ-0008	Africa	Africa	Africa
TZCH-PRW_TZ-0010	Africa	Africa	Africa
TZCH-PRW_TZ-0014	Africa	Africa	Africa
TZCH-PRW_TZ-0016	Africa	Africa	Africa
TZCH-PRW_TZ-0020	Africa	Africa	Africa
TZCH-SAA_TZ-0162	Africa	Africa	Africa
TZCH-SAA_TZ-0163	Africa	Africa	Africa
TZCH-SAA_TZ-0171	Africa	Africa	Africa
TZCH-SAA_TZ-0172	Africa	Africa	Africa
TZCH-SAA_TZ-0173	Africa	Africa	Africa
TZCH-SAA_TZ-0175	Africa	Africa	Africa
TZCH-UNK_TZ-0176	Africa	Africa	Africa
TZCH-SAA_TZ-0178	Africa	Africa	Africa
TZCH-SNJ_TZ-0005	Africa	Africa	Africa
TZCH-SNJ_TZ-0006	Africa	Africa	Africa
TZCH-SNJ_TZ-0009	Africa	Africa	Africa
TZCH-SNJ_TZ-0010	Africa	Africa	Africa
TZCH-SNJ_TZ-0013	Africa	Africa	Africa
TZCH-SNJ_TZ-0016	Africa	Africa	Africa
TZCH-SNJ_TZ-0018	Africa	Africa	Africa
TZCH-SNJ_TZ-0022	Africa	Africa	Africa
TZCH-TOG_TZ-0005	Africa	Africa	Africa
TZCH-TOG_TZ-0007	Africa	Africa	Africa
TZCH-TOG_TZ-0012	Africa	Africa	Africa
TZCH-TOG_TZ-0014	Africa	Africa	Africa
TZCH-TOG_TZ-0017	Africa	Africa	Africa
TZCH-TOG_TZ-0018	Africa	Africa	Africa
TZCH-TOG_TZ-0022	Africa	Africa	Africa
TZCH-TOG_TZ-0023	Africa	Africa	Africa
UGCH-MUB_UG-0001	Africa	Africa	Africa
UGCH-MUB_UG-0002	Africa	Africa	Africa
UGCH-MUB_UG-0014	Africa	Africa	Africa
ZACH-ANG_ZA-0374	Africa	Africa	Africa
ZACH-ANG_ZA-0388	Africa	Africa	Africa
ZACH-ANG_ZA-0397	Africa	Africa	Africa
ZWCH-BOE_ZW-0322	Africa	Africa	Africa
ZWCH-BOE_ZW-0327	Africa	Africa	Africa
ZWCH-BOE_ZW-0328	Africa	Africa	Africa
ZWCH-BOE_ZW-0331	Africa	Africa	Africa
ZWCH-BOE_ZW-0334	Africa	Africa	Africa
ZWCH-BOE_ZW-0337	Africa	Africa	Africa
ZWCH-BOE_ZW-0338	Africa	Africa	Africa
ZWCH-BOE_ZW-0339	Africa	Africa	Africa
ZWCH-MSH_ZW-0002	Africa	Africa	Africa
ZWCH-MSH_ZW-0003	Africa	Africa	Africa
ZWCH-MSH_ZW-0004	Africa	Africa	Africa
ZWCH-MSH_ZW-0008	Africa	Africa	Africa
ZWCH-MSH_ZW-0011	Africa	Africa	Africa
ZWCH-MSH_ZW-0013	Africa	Africa	Africa
ZWCH-MSH_ZW-0014	Africa	Africa	Africa
ZWCH-MSH_ZW-0015	Africa	Africa	Africa
ZWCH-MSH_ZW-0016	Africa	Africa	Africa
ZWCH-MSH_ZW-0017	Africa	Africa	Africa
ZWCH-MSH_ZW-0019	Africa	Africa	Africa
ZWCH-MSH_ZW-0021	Africa	Africa	Africa
ZWCH-MTB_ZW-0004	Africa	Africa	Africa
ZWCH-MTB_ZW-0007	Africa	Africa	Africa
ZWCH-MTB_ZW-0011	Africa	Africa	Africa
ZWCH-MTB_ZW-0014	Africa	Africa	Africa
ZWCH-MTB_ZW-0019	Africa	Africa	Africa
ZWCH-MTB_ZW-0020	Africa	Africa	Africa
ZWCH-MTB_ZW-0023	Africa	Africa	Africa
ZWCH-MTB_ZW-0025	Africa	Africa	Africa
ETCH-UNK_ET-0034	Africa	Africa	Africa
AZCY-CYL_AZ-0011	Other Capra	Other Capra	Other Capra
FRCC-CAU_FR-4078	Other Capra	Other Capra	Other Capra
FRCF-FAL_FR-4109	Other Capra	Other Capra	Other Capra
FRCI-IBX_FR-0121	Other Capra	Other Capra	Other Capra
FRCP-CPY_FR-0186	Other Capra	Other Capra	Other Capra
ILCN-NUB_IL-0262	Other Capra	Other Capra	Other Capra
ITCI-IBX_IT-0001	Other Capra	Other Capra	Other Capra
ITCI-IBX_IT-0002	Other Capra	Other Capra	Other Capra
ITCI-IBX_IT-0003	Other Capra	Other Capra	Other Capra
ITCI-IBX_IT-0004	Other Capra	Other Capra	Other Capra
PKCF-FAL_PK-0001	Other Capra	Other Capra	Other Capra
RUCC-CAU_RU-0047	Other Capra	Other Capra	Other Capra
UNCI-IBX_UN-0007	Other Capra	Other Capra	Other Capra
TJCS-SIB_TJ-0460	Other Capra	Other Capra	Other Capra
UZCF-FAL_UZ-0001	Other Capra	Other Capra	Other Capra
CHCH-ALP_CH-0130	Europe	Europe	Europe
CHCH-ALP_CH-0133	Europe	Europe	Europe
CHCH-ALP_CH-0138	Europe	Europe	Europe
CHCH-ALP_CH-0149	Europe	Europe	Europe
CHCH-ALP_CH-0152	Europe	Europe	Europe
CHCH-ALP_CH-0153	Europe	Europe	Europe
CHCH-ALP_CH-0156	Europe	Europe	Europe
CHCH-ALP_CH-0161	Europe	Europe	Europe
CHCH-ALP_CH-0162	Europe	Europe	Europe
CHCH-ALP_CH-0164	Europe	Europe	Europe
CHCH-ALP_CH-0170	Europe	Europe	Europe
CHCH-ALP_CH-0191	Europe	Europe	Europe
CHCH-ALP_CH-0199	Europe	Europe	Europe
CHCH-ALP_CH-0202	Europe	Europe	Europe
CHCH-ALP_CH-0212	Europe	Europe	Europe
CHCH-ALP_CH-0220	Europe	Europe	Europe
CHCH-ALP_CH-0236	Europe	Europe	Europe
CHCH-ALP_CH-0246	Europe	Europe	Europe
CHCH-ALP_CH-0256	Europe	Europe	Europe
CHCH-ALP_CH-0263	Europe	Europe	Europe
CHCH-UNK_CH-7969	Europe	Europe	Europe
CHCH-APZ_CH-0001	Europe	Europe	Europe
CHCH-APZ_CH-0002	Europe	Europe	Europe
CHCH-APZ_CH-0003	Europe	Europe	Europe
CHCH-APZ_CH-0004	Europe	Europe	Europe
CHCH-APZ_CH-0005	Europe	Europe	Europe
CHCH-APZ_CH-0015	Europe	Europe	Europe
CHCH-APZ_CH-0017	Europe	Europe	Europe
CHCH-APZ_CH-0048	Europe	Europe	Europe
CHCH-APZ_CH-0061	Europe	Europe	Europe
CHCH-APZ_CH-0062	Europe	Europe	Europe
CHCH-APZ_CH-0070	Europe	Europe	Europe
CHCH-APZ_CH-0071	Europe	Europe	Europe
CHCH-APZ_CH-0072	Europe	Europe	Europe
CHCH-APZ_CH-0073	Europe	Europe	Europe
CHCH-APZ_CH-0074	Europe	Europe	Europe
CHCH-APZ_CH-0075	Europe	Europe	Europe
CHCH-APZ_CH-0076	Europe	Europe	Europe
CHCH-APZ_CH-0077	Europe	Europe	Europe
CHCH-APZ_CH-0078	Europe	Europe	Europe
CHCH-APZ_CH-0079	Europe	Europe	Europe
CHCH-APZ_CH-0080	Europe	Europe	Europe
CHCH-APZ_CH-0081	Europe	Europe	Europe
CHCH-APZ_CH-0082	Europe	Europe	Europe
CHCH-APZ_CH-0083	Europe	Europe	Europe
CHCH-BOE_CH-0152	Europe	Europe	Europe
CHCH-BOE_CH-0161	Europe	Europe	Europe
CHCH-BOE_CH-0229	Europe	Europe	Europe
CHCH-BOE_CH-0250	Europe	Europe	Europe
CHCH-BOE_CH-0269	Europe	Europe	Europe
CHCH-BST_CH-0001	Europe	Europe	Europe
CHCH-BST_CH-0008	Europe	Europe	Europe
CHCH-BST_CH-0009	Europe	Europe	Europe
CHCH-BST_CH-0010	Europe	Europe	Europe
CHCH-BST_CH-0021	Europe	Europe	Europe
CHCH-BST_CH-0025	Europe	Europe	Europe
CHCH-BST_CH-0027	Europe	Europe	Europe
CHCH-BST_CH-0031	Europe	Europe	Europe
CHCH-BST_CH-0034	Europe	Europe	Europe
CHCH-BST_CH-0035	Europe	Europe	Europe
CHCH-BST_CH-0037	Europe	Europe	Europe
CHCH-BST_CH-0062	Europe	Europe	Europe
CHCH-BST_CH-0077	Europe	Europe	Europe
CHCH-BST_CH-0088	Europe	Europe	Europe
CHCH-BST_CH-0093	Europe	Europe	Europe
CHCH-BST_CH-0097	Europe	Europe	Europe
CHCH-BST_CH-0098	Europe	Europe	Europe
CHCH-BST_CH-0106	Europe	Europe	Europe
CHCH-BST_CH-0114	Europe	Europe	Europe
CHCH-BST_CH-0118	Europe	Europe	Europe
CHCH-BST_CH-0120	Europe	Europe	Europe
CHCH-BST_CH-0126	Europe	Europe	Europe
CHCH-BST_CH-0131	Europe	Europe	Europe
CHCH-BST_CH-0149	Europe	Europe	Europe
CHCH-BST_CH-0150	Europe	Europe	Europe
CHCH-BUR_CH-0009	Europe	Europe	Europe
CHCH-BUR_CH-0029	Europe	Europe	Europe
CHCH-CAG_CH-0038	Europe	Europe	Europe
CHCH-CAG_CH-0088	Europe	Europe	Europe
CHCH-CAG_CH-0089	Europe	Europe	Europe
CHCH-CAG_CH-0090	Europe	Europe	Europe
CHCH-CAG_CH-0091	Europe	Europe	Europe
CHCH-CAG_CH-0092	Europe	Europe	Europe
CHCH-CAG_CH-0093	Europe	Europe	Europe
CHCH-CAG_CH-0094	Europe	Europe	Europe
CHCH-CAG_CH-0095	Europe	Europe	Europe
CHCH-CAG_CH-0096	Europe	Europe	Europe
CHCH-CAG_CH-0097	Europe	Europe	Europe
CHCH-CAG_CH-0099	Europe	Europe	Europe
CHCH-CAG_CH-0100	Europe	Europe	Europe
CHCH-ALP_CH-0024	Europe	Europe	Europe
CHCH-ALP_CH-0034	Europe	Europe	Europe
CHCH-KHZ_CH-0098	Europe	Europe	Europe
CHCH-NER_CH-0001	Europe	Europe	Europe
CHCH-NER_CH-0002	Europe	Europe	Europe
CHCH-NER_CH-0011	Europe	Europe	Europe
CHCH-NER_CH-0014	Europe	Europe	Europe
CHCH-NER_CH-0019	Europe	Europe	Europe
CHCH-NER_CH-0021	Europe	Europe	Europe
CHCH-NER_CH-0044	Europe	Europe	Europe
CHCH-NER_CH-0045	Europe	Europe	Europe
CHCH-NER_CH-0070	Europe	Europe	Europe
CHCH-NER_CH-0071	Europe	Europe	Europe
CHCH-NER_CH-0072	Europe	Europe	Europe
CHCH-NER_CH-0073	Europe	Europe	Europe
CHCH-NER_CH-0074	Europe	Europe	Europe
CHCH-NER_CH-0076	Europe	Europe	Europe
CHCH-NER_CH-0077	Europe	Europe	Europe
CHCH-NER_CH-0078	Europe	Europe	Europe
CHCH-NER_CH-0079	Europe	Europe	Europe
CHCH-NER_CH-0080	Europe	Europe	Europe
CHCH-NER_CH-0081	Europe	Europe	Europe
CHCH-NER_CH-0084	Europe	Europe	Europe
CHCH-NER_CH-0085	Europe	Europe	Europe
CHCH-NER_CH-0086	Europe	Europe	Europe
CHCH-NER_CH-0087	Europe	Europe	Europe
CHCH-NER_CH-0088	Europe	Europe	Europe
CHCH-PFA_CH-0021	Europe	Europe	Europe
CHCH-PFA_CH-0024	Europe	Europe	Europe
CHCH-PFA_CH-0026	Europe	Europe	Europe
CHCH-PFA_CH-0029	Europe	Europe	Europe
CHCH-PFA_CH-0033	Europe	Europe	Europe
CHCH-PFA_CH-0035	Europe	Europe	Europe
CHCH-PFA_CH-0036	Europe	Europe	Europe
CHCH-PFA_CH-0045	Europe	Europe	Europe
CHCH-PFA_CH-0046	Europe	Europe	Europe
CHCH-PFA_CH-0047	Europe	Europe	Europe
CHCH-PFA_CH-0048	Europe	Europe	Europe
CHCH-PFA_CH-0049	Europe	Europe	Europe
CHCH-PFA_CH-0050	Europe	Europe	Europe
CHCH-PFA_CH-0051	Europe	Europe	Europe
CHCH-PFA_CH-0052	Europe	Europe	Europe
CHCH-PFA_CH-0053	Europe	Europe	Europe
CHCH-PFA_CH-0054	Europe	Europe	Europe
CHCH-PFA_CH-0055	Europe	Europe	Europe
CHCH-PFA_CH-0056	Europe	Europe	Europe
CHCH-PFA_CH-0057	Europe	Europe	Europe
CHCH-PFA_CH-0058	Europe	Europe	Europe
CHCH-PFA_CH-0059	Europe	Europe	Europe
CHCH-PFA_CH-0064	Europe	Europe	Europe
CHCH-PFA_CH-0072	Europe	Europe	Europe
CHCH-SAA_CH-0015	Europe	Europe	Europe
CHCH-SAA_CH-0016	Europe	Europe	Europe
CHCH-SAA_CH-0017	Europe	Europe	Europe
CHCH-SAA_CH-0041	Europe	Europe	Europe
CHCH-SAA_CH-0044	Europe	Europe	Europe
CHCH-SAA_CH-0049	Europe	Europe	Europe
CHCH-SAA_CH-0057	Europe	Europe	Europe
CHCH-SAA_CH-0064	Europe	Europe	Europe
CHCH-SAA_CH-0067	Europe	Europe	Europe
CHCH-SAA_CH-0069	Europe	Europe	Europe
CHCH-SAA_CH-0075	Europe	Europe	Europe
CHCH-SAA_CH-0078	Europe	Europe	Europe
CHCH-SAA_CH-0081	Europe	Europe	Europe
CHCH-SAA_CH-0115	Europe	Europe	Europe
CHCH-SAA_CH-0125	Europe	Europe	Europe
CHCH-SAA_CH-0126	Europe	Europe	Europe
CHCH-SAA_CH-0130	Europe	Europe	Europe
CHCH-SAA_CH-0133	Europe	Europe	Europe
CHCH-SAA_CH-0135	Europe	Europe	Europe
CHCH-SAA_CH-0141	Europe	Europe	Europe
CHCH-SAA_CH-0613	Europe	Europe	Europe
CHCH-SAA_CH-1567	Europe	Europe	Europe
CHCH-SAA_CH-9183	Europe	Europe	Europe
CHCH-STG_CH-0003	Europe	Europe	Europe
CHCH-STG_CH-0008	Europe	Europe	Europe
CHCH-STG_CH-0010	Europe	Europe	Europe
CHCH-STG_CH-0011	Europe	Europe	Europe
CHCH-STG_CH-0012	Europe	Europe	Europe
CHCH-STG_CH-0020	Europe	Europe	Europe
CHCH-STG_CH-0026	Europe	Europe	Europe
CHCH-STG_CH-0028	Europe	Europe	Europe
CHCH-STG_CH-0041	Europe	Europe	Europe
CHCH-STG_CH-0056	Europe	Europe	Europe
CHCH-STG_CH-0058	Europe	Europe	Europe
CHCH-STG_CH-0060	Europe	Europe	Europe
CHCH-STG_CH-0062	Europe	Europe	Europe
CHCH-STG_CH-0075	Europe	Europe	Europe
CHCH-STG_CH-0077	Europe	Europe	Europe
CHCH-STG_CH-0078	Europe	Europe	Europe
CHCH-STG_CH-0079	Europe	Europe	Europe
CHCH-STG_CH-0080	Europe	Europe	Europe
CHCH-STG_CH-0081	Europe	Europe	Europe
CHCH-STG_CH-0082	Europe	Europe	Europe
CHCH-STG_CH-0083	Europe	Europe	Europe
CHCH-STG_CH-0084	Europe	Europe	Europe
CHCH-STG_CH-0085	Europe	Europe	Europe
CHCH-STG_CH-0086	Europe	Europe	Europe
CHCH-TOG_CH-0001	Europe	Europe	Europe
CHCH-TOG_CH-0002	Europe	Europe	Europe
CHCH-TOG_CH-0007	Europe	Europe	Europe
CHCH-TOG_CH-0011	Europe	Europe	Europe
CHCH-TOG_CH-0014	Europe	Europe	Europe
CHCH-TOG_CH-0016	Europe	Europe	Europe
CHCH-TOG_CH-0028	Europe	Europe	Europe
CHCH-TOG_CH-0034	Europe	Europe	Europe
CHCH-TOG_CH-0038	Europe	Europe	Europe
CHCH-TOG_CH-0041	Europe	Europe	Europe
CHCH-TOG_CH-0046	Europe	Europe	Europe
CHCH-TOG_CH-0049	Europe	Europe	Europe
CHCH-TOG_CH-0093	Europe	Europe	Europe
CHCH-TOG_CH-0094	Europe	Europe	Europe
CHCH-TOG_CH-0096	Europe	Europe	Europe
CHCH-TOG_CH-0097	Europe	Europe	Europe
CHCH-TOG_CH-0098	Europe	Europe	Europe
CHCH-TOG_CH-0099	Europe	Europe	Europe
CHCH-TOG_CH-0100	Europe	Europe	Europe
CHCH-TOG_CH-0101	Europe	Europe	Europe
CHCH-TOG_CH-0102	Europe	Europe	Europe
CHCH-TOG_CH-0103	Europe	Europe	Europe
CHCH-TOG_CH-0104	Europe	Europe	Europe
CHCH-TOG_CH-0105	Europe	Europe	Europe
CHCH-UNK_CH-8212	Europe	Europe	Europe
CHCH-UNK_CH-8334	Europe	Europe	Europe
CHCH-UNK_CH-8563	Europe	Europe	Europe
CHCH-VAG_CH-0009	Europe	Europe	Europe
CHCH-VAG_CH-0014	Europe	Europe	Europe
CHCH-VAG_CH-0021	Europe	Europe	Europe
CHCH-VAG_CH-0036	Europe	Europe	Europe
CHCH-VAG_CH-0048	Europe	Europe	Europe
CHCH-VAG_CH-0109	Europe	Europe	Europe
CHCH-VAG_CH-0114	Europe	Europe	Europe
CHCH-VAG_CH-0118	Europe	Europe	Europe
CHCH-VAG_CH-0124	Europe	Europe	Europe
CHCH-VAG_CH-0143	Europe	Europe	Europe
CHCH-VAG_CH-0147	Europe	Europe	Europe
CHCH-VAG_CH-0149	Europe	Europe	Europe
CHCH-VAG_CH-0178	Europe	Europe	Europe
CHCH-VAG_CH-0180	Europe	Europe	Europe
CHCH-VAG_CH-0181	Europe	Europe	Europe
CHCH-VAG_CH-0183	Europe	Europe	Europe
CHCH-VAG_CH-0184	Europe	Europe	Europe
CHCH-VAG_CH-0185	Europe	Europe	Europe
CHCH-VAG_CH-0186	Europe	Europe	Europe
CHCH-VAG_CH-0187	Europe	Europe	Europe
CHCH-VAG_CH-0188	Europe	Europe	Europe
CHCH-VAG_CH-0193	Europe	Europe	Europe
CHCH-VAG_CH-0194	Europe	Europe	Europe
CHCH-VAG_CH-0195	Europe	Europe	Europe
CHCH-VAG_CH-0202	Europe	Europe	Europe
CHCH-VAG_CH-0203	Europe	Europe	Europe
CHCH-VAG_CH-8017	Europe	Europe	Europe
DKCH-LNR_DK-0044	Europe	Europe	Europe
DKCH-LNR_DK-0053	Europe	Europe	Europe
DKCH-LNR_DK-0069	Europe	Europe	Europe
DKCH-LNR_DK-0073	Europe	Europe	Europe
DKCH-LNR_DK-0076	Europe	Europe	Europe
DKCH-LNR_DK-0077	Europe	Europe	Europe
ESCH-BEY_ES-0001	Europe	Europe	Europe
ESCH-BEY_ES-0008	Europe	Europe	Europe
ESCH-BEY_ES-0011	Europe	Europe	Europe
ESCH-BEY_ES-0012	Europe	Europe	Europe
ESCH-BEY_ES-0016	Europe	Europe	Europe
ESCH-BEY_ES-0022	Europe	Europe	Europe
ESCH-MAL_ES-0005	Europe	Europe	Europe
ESCH-MAL_ES-0006	Europe	Europe	Europe
ESCH-MAL_ES-0011	Europe	Europe	Europe
ESCH-MAL_ES-0012	Europe	Europe	Europe
ESCH-MAL_ES-0013	Europe	Europe	Europe
ESCH-MAL_ES-0019	Europe	Europe	Europe
ESCH-PAL_ES-0007	Europe	Europe	Europe
ESCH-PAL_ES-0008	Europe	Europe	Europe
ESCH-PAL_ES-0010	Europe	Europe	Europe
ESCH-PAL_ES-0014	Europe	Europe	Europe
ESCH-PAL_ES-0016	Europe	Europe	Europe
ESCH-PAL_ES-0017	Europe	Europe	Europe
ESCH-RAS_ES-0005	Europe	Europe	Europe
ESCH-RAS_ES-0010	Europe	Europe	Europe
ESCH-RAS_ES-0011	Europe	Europe	Europe
ESCH-RAS_ES-0016	Europe	Europe	Europe
FICH-LNR_FI-0121	Europe	Europe	Europe
FICH-LNR_FI-0122	Europe	Europe	Europe
FICH-LNR_FI-0123	Europe	Europe	Europe
FICH-LNR_FI-0137	Europe	Europe	Europe
FICH-LNR_FI-0138	Europe	Europe	Europe
FICH-LNR_FI-0139	Europe	Europe	Europe
FRCH-ALP_FR-0064	Europe	Europe	Europe
FRCH-ALP_FR-0065	Europe	Europe	Europe
FRCH-ALP_FR-0001	Europe	Europe	Europe
FRCH-ALP_FR-0003	Europe	Europe	Europe
FRCH-ALP_FR-0004	Europe	Europe	Europe
FRCH-ALP_FR-0005	Europe	Europe	Europe
FRCH-UNK_FR-0007	Europe	Europe	Europe
FRCH-ALP_FR-0008	Europe	Europe	Europe
FRCH-ALP_FR-0009	Europe	Europe	Europe
FRCH-ALP_FR-0010	Europe	Europe	Europe
FRCH-ALP_FR-0011	Europe	Europe	Europe
